"Week","Month","Year","Item Desc WSS","Item Seq WSS","Amount"
"2007/01/19 00:00:00","2007/01/19 00:00:00","2006-07   ","2 Deposits","4","2287.24"
"2007/01/19 00:00:00","2007/01/19 00:00:00","2006-07   ","2 Gold Coin and Bullion","15","288.24"
"2007/01/19 00:00:00","2007/01/19 00:00:00","2006-07   ","Total Liabilities /Assets","13","8835.63"
"2007/01/19 00:00:00","2007/01/19 00:00:00","2006-07   ","1.2 Notes held in Banking Department","3","0.16"
"2007/01/19 00:00:00","2007/01/19 00:00:00","2006-07   ","1.1 Notes in Circulation","2","4801.97"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","1 Foreign Currency Assets","14","7608.55"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","5 Bills Purchased and Discounted","26",""
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","1 Notes Issued","1","4796.61"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","7 Other Assets","30","39.04"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","6 Investments","29","39.73"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","3 Rupee Securities (including Treasury Bills)","16","806.41"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","5.2 Treasury","28",""
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","5.1 Commercial","27",""
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4.8 Others","25","6.1"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4.7 Export-Import Bank of India","24",""
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4.3 NABARD","20","22.34"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4.6 Industrial Development Bank of India","23",""
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4.5 Scheduled State Co-op.Banks","22","0.21"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4.4 Scheduled Commercial Banks","21","43.16"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4.2 State Governments ","19","2.99"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4.1 Central Government","18",""
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","4 Loans and Advances","17","74.8"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","3 Other Liabilities","12","1708.8"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2.7 Others","11","110.01"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2.6 Other Banks","10","72.51"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2.5 Scheduled State Co-operative Banks","9","20.04"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2.4 Scheduled Commercial Banks","8","1528.71"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2.3 State Governments","7","0.41"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2.2 Market Stabilisation Scheme","6","393.75"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2.1 Central Government","5","225.94"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2 Deposits","4","2351.37"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","2 Gold Coin and Bullion","15","288.24"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","Total Liabilities /Assets","13","8856.78"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","1.2 Notes held in Banking Department","3","0.18"
"2007/01/26 00:00:00","2007/01/26 00:00:00","2006-07   ","1.1 Notes in Circulation","2","4796.42"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","1 Foreign Currency Assets","14","7846.38"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","5 Bills Purchased and Discounted","26",""
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","1 Notes Issued","1","4883.04"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","7 Other Assets","30","48.88"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","6 Investments","29","39.73"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","3 Rupee Securities (including Treasury Bills)","16","667.29"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","5.2 Treasury","28",""
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","5.1 Commercial","27",""
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4.8 Others","25","1.41"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4.7 Export-Import Bank of India","24",""
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4.3 NABARD","20",""
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4.6 Industrial Development Bank of India","23",""
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4.5 Scheduled State Co-op.Banks","22","0.21"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4.4 Scheduled Commercial Banks","21","11.93"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4.2 State Governments ","19","1.73"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4.1 Central Government","18",""
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","4 Loans and Advances","17","15.28"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","3 Other Liabilities","12","1697.66"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2.7 Others","11","110.93"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2.6 Other Banks","10","72.52"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2.5 Scheduled State Co-operative Banks","9","19.51"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2.4 Scheduled Commercial Banks","8","1451.67"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2.3 State Governments","7","0.41"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2.2 Market Stabilisation Scheme","6","405.35"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2.1 Central Government","5","264.89"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2 Deposits","4","2325.28"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","2 Gold Coin and Bullion","15","288.4"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","Total Liabilities /Assets","13","8905.96"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","1.2 Notes held in Banking Department","3","0.18"
"2007/02/09 00:00:00","2007/02/09 00:00:00","2006-07   ","1.1 Notes in Circulation","2","4882.85"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","1 Foreign Currency Assets","14","5520.51"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","5 Bills Purchased and Discounted","26",""
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","1 Notes Issued","1","3499.44"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","7 Other Assets","30","84.77"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","6 Investments","29","44.73"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","3 Rupee Securities (including Treasury Bills)","16","607.46"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","5.2 Treasury","28",""
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","5.1 Commercial","27",""
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4.8 Others","25","0.9"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4.7 Export-Import Bank of India","24",""
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4.3 NABARD","20","19.89"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4.6 Industrial Development Bank of India","23",""
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4.5 Scheduled State Co-op.Banks","22","0.29"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4.4 Scheduled Commercial Banks","21",""
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4.2 State Governments ","19","5.16"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4.1 Central Government","18",""
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","4 Loans and Advances","17","26.24"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","3 Other Liabilities","12","1416.32"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2.7 Others","11","92.87"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2.6 Other Banks","10","51.44"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2.5 Scheduled State Co-operative Banks","9","17.54"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2.4 Scheduled Commercial Banks","8","845.46"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2.3 State Governments","7","0.41"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2.2 Market Stabilisation Scheme","6","513.34"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2.1 Central Government","5","50.04"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2 Deposits","4","1571.1"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","2 Gold Coin and Bullion","15","203.16"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","Total Liabilities /Assets","13","6486.86"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","1.2 Notes held in Banking Department","3","0.2"
"2004/12/10 00:00:00","2004/12/10 00:00:00","2004-05   ","1.1 Notes in Circulation","2","3499.24"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","1 Foreign Currency Assets","14","5489.05"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","5 Bills Purchased and Discounted","26",""
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","1 Notes Issued","1","3484.1"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","7 Other Assets","30","77.73"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","6 Investments","29","44.73"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","3 Rupee Securities (including Treasury Bills)","16","769.1"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","5.2 Treasury","28",""
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","5.1 Commercial","27",""
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4.8 Others","25","0.9"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4.7 Export-Import Bank of India","24",""
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4.3 NABARD","20","34.21"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4.6 Industrial Development Bank of India","23",""
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4.5 Scheduled State Co-op.Banks","22","0.52"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4.4 Scheduled Commercial Banks","21","0.18"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4.2 State Governments ","19","13.68"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4.1 Central Government","18",""
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","4 Loans and Advances","17","49.49"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","3 Other Liabilities","12","1377.82"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2.7 Others","11","92.19"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2.6 Other Banks","10","50.88"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2.5 Scheduled State Co-operative Banks","9","17.91"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2.4 Scheduled Commercial Banks","8","915.54"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2.3 State Governments","7","0.41"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2.2 Market Stabilisation Scheme","6","526.12"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2.1 Central Government","5","168.29"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2 Deposits","4","1771.34"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","2 Gold Coin and Bullion","15","203.16"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","Total Liabilities /Assets","13","6633.26"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","1.2 Notes held in Banking Department","3","0.18"
"2004/12/17 00:00:00","2004/12/17 00:00:00","2004-05   ","1.1 Notes in Circulation","2","3483.92"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","1 Foreign Currency Assets","14","5478.41"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","5 Bills Purchased and Discounted","26",""
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","1 Notes Issued","1","3462.3"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","7 Other Assets","30","76.66"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","6 Investments","29","44.73"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","3 Rupee Securities (including Treasury Bills)","16","775.87"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","5.2 Treasury","28",""
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","5.1 Commercial","27",""
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4.8 Others","25","0.9"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4.7 Export-Import Bank of India","24",""
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4.3 NABARD","20","36.99"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4.6 Industrial Development Bank of India","23",""
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4.5 Scheduled State Co-op.Banks","22","0.07"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4.4 Scheduled Commercial Banks","21","6.65"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4.2 State Governments ","19","22.17"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4.1 Central Government","18",""
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","4 Loans and Advances","17","66.78"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","3 Other Liabilities","12","1368.28"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2.7 Others","11","97.12"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2.6 Other Banks","10","52.46"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2.5 Scheduled State Co-operative Banks","9","18.35"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2.4 Scheduled Commercial Banks","8","895.13"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2.3 State Governments","7","0.41"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2.2 Market Stabilisation Scheme","6","526.09"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2.1 Central Government","5","225.45"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2 Deposits","4","1815.01"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","2 Gold Coin and Bullion","15","203.16"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","Total Liabilities /Assets","13","6645.59"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","1.2 Notes held in Banking Department","3","0.15"
"2004/12/24 00:00:00","2004/12/24 00:00:00","2004-05   ","1.1 Notes in Circulation","2","3462.15"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","1 Foreign Currency Assets","14","5454.66"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","5 Bills Purchased and Discounted","26",""
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","1 Notes Issued","1","3436.71"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","7 Other Assets","30","75.7"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","6 Investments","29","44.73"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","3 Rupee Securities (including Treasury Bills)","16","744.01"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","5.2 Treasury","28",""
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","5.1 Commercial","27",""
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4.8 Others","25","0.9"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4.7 Export-Import Bank of India","24",""
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4.3 NABARD","20","49.21"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4.6 Industrial Development Bank of India","23",""
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4.5 Scheduled State Co-op.Banks","22","0.37"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4.4 Scheduled Commercial Banks","21","1.1"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4.2 State Governments ","19","30.37"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4.1 Central Government","18",""
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","4 Loans and Advances","17","81.95"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","3 Other Liabilities","12","1338.31"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2.7 Others","11","96.33"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2.6 Other Banks","10","52.3"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2.5 Scheduled State Co-operative Banks","9","18.93"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2.4 Scheduled Commercial Banks","8","1065.5"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2.3 State Governments","7","0.41"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2.2 Market Stabilisation Scheme","6","526.08"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2.1 Central Government","5","66.17"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2 Deposits","4","1825.72"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","2 Gold Coin and Bullion","15","199.69"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","Total Liabilities /Assets","13","6600.74"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","1.2 Notes held in Banking Department","3","0.13"
"2004/12/31 00:00:00","2004/12/31 00:00:00","2004-05   ","1.1 Notes in Circulation","2","3436.58"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","1 Foreign Currency Assets","14","5904.97"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","5 Bills Purchased and Discounted","26",""
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","1 Notes Issued","1","3980.07"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","7 Other Assets","30","66.06"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","6 Investments","29","39.73"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","3 Rupee Securities (including Treasury Bills)","16","993.18"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","5.2 Treasury","28",""
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","5.1 Commercial","27",""
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4.8 Others","25","15.17"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4.7 Export-Import Bank of India","24",""
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4.3 NABARD","20","27.83"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4.6 Industrial Development Bank of India","23",""
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4.5 Scheduled State Co-op.Banks","22","0.09"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4.4 Scheduled Commercial Banks","21","28.2"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4.2 State Governments ","19","1.95"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4.1 Central Government","18",""
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","4 Loans and Advances","17","73.24"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","3 Other Liabilities","12","1272.48"
"2005/12/30 00:00:00","2005/12/30 00:00:00","2005-06   ","2.7 Others","11","100.65"
